gene	maximum_effective_size	size
AC016772.4	1261	3226
PHOSPHO2	1253	7255
KLHL23	4081	82502
ENSG10010135574.1	132	132
PTCHD3P2	1205	1615
CYB5AP2	793	793
SSB	2463	20132
METTL5	1370	14851
UBR3	8009	256678
NSA2P5	772	1071
RNU6-1006P	103	103
MYO3B	6213	477027
MYO3B-AS1	1630	76480
HMGB1P4	567	567
AC007277.3	2189	55001
ENSG10010134617.1	179	179
AC007405.4	3651	113303
LINC01124	2117	2117
SP5	2047	2742
EIF2S2P4	984	984
AC007405.6	1570	11852
ERICH2	601	15186
GAD1	3988	47939
AC007405.8	2138	3352
RP11-570C16.1	550	1230
RP11-306M1.1	1066	24481
GORASP2	2447	38667
TLK1	5726	240492
METTL8	9791	119057
RPS26P20	348	348
DCAF17	5853	50836
DAP3P2	510	510
AC007969.4	191	191
RPS15P4	447	447
CYBRD1	4235	35883
RPL21P38	167	167
DYNC1I2	4354	62750
SLC25A12	3936	216455
RNU6-182P	105	105
HAT1	3845	61239
METAP1D	3049	82488
DLX1	2356	4938
DLX2	2454	3463
DLX2-DT	950	6977
AC104088.1	1318	233057
RP11-744C22.2	2108	2994
RP11-744C22.1	1203	7323
RP11-227L6.1	367	367
ITGA6	5816	79106
AC078883.4	558	830
ITGA6-AS1	754	1761
AC093818.1	1397	75757
PDK1	14072	53297
AC018712.2	687	687
RAPGEF4-AS1	4625	59066
ENSG10010137727.1	104	104
RAPGEF4	4301	317620
ALDH7A1P2	621	621
MAP3K20	7179	192581
MAP3K20-AS1	2538	115591
RPS2P18	884	884
AC092573.2	336	17990
CDCA7	3176	14178
JPT1P1	464	464
CBY1P1	405	405
PPIAP66	498	498
AC013410.1	1232	1232
AC013410.2	201	201
RP11-796E10.1	317	317
RPL5P7	813	813
SP3	11714	84524
RP11-394I13.2	1068	1068
RP11-394I13.3	358	1120
LINC01960	1884	1884
RPSAP24	873	873
OLA1	4251	176153
RP11-451F14.1	835	835
RN7SL65P	315	315
LRRC2P1	1041	1633
HNRNPA1P39	960	960
LINC01305	3123	4617
RP11-572N21.1	3129	3129
SP9	2554	3547
CIR1	1918	47691
SCRN3	3052	33846
GPR155	7346	55524
AC010894.3	561	1007
RPA3P1	361	361
RP11-483E17.1	951	951
AC018890.6	4313	229580
RNU6-5P	107	107
WIPF1	4727	123345
AC010894.5	457	12500
H3P6	411	411
CHRNA1	2108	40344
CHN1	3156	206573
RNU6-763P	106	106
RNU6-1290P	109	109
RPL21P31	415	415
ATF2	4164	96133
ENSG10010138238.1	187	187
MIR933	77	77
AC096649.2	497	619
ATP5MC3	2587	5453
RPS15AP14	393	393
AC096649.3	1463	205931
EXTL2P1	416	416
AC016751.3	280	6897
AC016751.2	306	1132
LNPK	7647	78958
EVX2	4203	6442
HOXD13	2416	3224
HOXD12	2549	2695
HOXD11	1705	5539
HOXD10	1785	11148
HOXD-AS2	999	15488
HOXD9	1871	2219
HOXD8	2618	3002
HOXD3	2449	36491
MIR10B	110	110
HOXD4	1136	1677
HAGLR	4183	24908
RP11-387A1.5	1553	1553
HAGLROS	1121	1292
HOXD1	1886	2240
MIR7704	59	59
RP11-387A1.6	2620	2620
AC016739.2	345	345
RPSAP25	883	883
MTX2	1592	68631
PPIAP67	441	441
LINC01117	1124	323926
AC017048.1	495	1458
AC017048.2	822	6805
MIR1246	73	73
RP11-324L17.1	813	813
LINC01116	1502	8360
RNU6ATAC14P	91	91
AC092162.1	4673	95697
FUCA1P1	1351	1351
AC092162.2	434	434
RP11-632P5.1	1624	1624
AC073636.1	2357	18590
RNU6-187P	106	106
AC079305.11	2563	175239
AC079305.8	1818	101627
RNA5SP112	99	99
STUB1P1	561	561
KRT8P40	563	563
HNRNPA3	6209	11396
MIR4444-1	74	74
NFE2L2	2749	165103
DNAJC19P5	316	316
MIR3128	66	66
AC079305.10	499	1157
AC074286.1	5202	109184
RP11-337N6.2	444	1407
RP11-337N6.1	564	4200
MIR6512	77	77
RP11-337N6.3	757	757
H3P7	394	394
ENSG10010139171.1	104	104
AGPS	11009	174279
TTC30B	3799	3799
AC073834.3	590	15484
TTC30A	5744	5744
PDE11A	9305	480271
PDE11A-AS1	1506	69871
AC011998.1	254	58879
API5P2	1498	1498
SDHDP5	473	473
RNU6-629P	103	103
CYCTP	315	11968
AC011998.4	117	117
RBM45	2964	26588
RNU5E-9P	104	104
OSBPL6	10652	208413
CHROMR	5659	26609
PRKRA	3890	20221
PJVK	2301	10757
NUDCP2	713	713
FKBP7	2876	14937
PLEKHA3	13892	36007
TTN-AS1	6297	258781
TTN	109224	304814
RP11-65L3.4	675	675
RP11-65L3.2	1798	1798
RP11-65L3.3	4406	4406
RP11-171I2.5	520	520
RP11-171I2.2	2117	2117
RP11-171I2.4	543	543
RP11-171I2.3	463	463
RP11-171I2.1	3590	3590
RP11-387P12.1	2435	179459
CCDC141	9131	220330
RNU7-104P	79	79
RPS6P2	705	1005
SESTD1	10671	163155
AC093911.1	552	11877
RAD52P1	1148	1148
ZNF385B	3395	419631
TXNL4AP1	425	425
MIR1258	73	73
ENSG10010137223.1	138	138
ENSG10010139329.2	126	126
CWC22	3524	62422
RP11-512G4.1	283	283
AC009478.1	562	120743
SCHLAP1	1436	224836
RP11-739A13.1	307	307
FTH1P20	548	548
RPL27AP3	469	469
UBE2E3	1556	109338
AC104076.3	265	664
AC068196.1	833	29918
LINC01934	11533	323246
MIR4437	60	60
AC020595.1	533	3596
ITGA4	6781	81739
CERKL	4501	145625
NEUROD1	3602	12533
AC013733.3	635	2595
AC013733.4	985	3036
SAP18P2	459	459
RNU6ATAC19P	110	110
RP11-366L5.1	3813	3813
ITPRID2	6473	39009
PPP1R1C	3004	177158
KRT18P29	1267	1267
RNA5SP113	84	84
PDE1A	4885	383157
RP11-434M17.1	3327	4069
RN7SL267P	261	261
DNAJC10	21051	78210
RPL31P15	338	338
FRZB	2637	33363
RNU6-1122P	107	107
NCKAP1	20332	129744
ENSG10010135898.1	112	112
KRT8P10	1447	1447
DUSP19	5191	21450
AC064871.3	427	25115
NUP35	2828	44168
RP11-438L19.1	1595	36609
RP11-341N18.1	2936	241850
LIN28AP1	405	405
CACYBPP2	678	678
RP11-315C24.2	2896	4198
AC093639.1	473	44584
RP11-315C24.1	2839	4893
RP11-78N15.1	1081	138107
RP11-2F5.1	1400	178498
MIR548AE1	70	70
RP11-363K21.1	3465	5432
ZNF804A	4527	340964
RPL23AP33	452	452
RP11-175O15.1	3486	80546
ELF2P4	684	684
FSIP2-AS1	1539	147778
FSIP2-AS2	1179	20606
FSIP2	20879	94487
RP11-335G13.1	704	2703
RPL21P32	477	477
LINC01473	1598	389549
AC104058.1	297	297
RPL23AP35	501	501
RP11-410E4.1	2204	2204
MED28P3	531	531
ZC3H15	2032	23109
DPRXP1	460	460
ITGAV	7039	90846
AC017101.10	571	53949
FAM171B	5731	71900
ZSWIM2	2451	21734
IMPDH1P7	1502	1502
AC007319.1	1183	553069
RN7SKP42	300	300
RNU6-989P	107	107
CALCRL	6112	106497
GAPDHP59	267	267
TFPI	7690	101531
LINC01090	881	671498
ST13P2	1109	1109
AC104131.1	1194	1194
RNA5SP114	113	113
GULP1	7427	304263
MIR561	97	97
AC079613.1	797	240655
DIRC1	1037	55950
COL3A1	5490	38374
MIR1245A	70	70
MIR1245B	69	69
MIR3606	63	63
COL5A2	6829	193415
AC133106.2	397	1096
MIR3129	76	76
KRT18P19	705	705
WDR75	4297	34107
KDM3AP1	1239	1513
RP11-270G18.1	1671	3034
SLC40A1	3330	23169
RP11-88L20.1	640	817
ASNSD1	2411	9447
ASDURF	643	4986
AC012488.3	741	6363
ANKAR	4521	86904
OSGEPL1	2216	16568
OSGEPL1-AS1	567	2853
RP11-455J20.3	598	598
ORMDL1	2692	14098
PMS1	3417	93545
C2orf88	4035	323876
TERF1P6	505	505
HNRNPCP2	881	881
RNF11P1	440	734
MSTN	2819	7030
HIBCH	3383	154459
INPP1	2044	28096
MFSD6	4796	100851
RP11-647K16.1	430	430
NEMP2	6172	30385
AC093388.3	2078	34922
RN7SKP179	217	217
RP11-284E5.1	4744	42181
NAB1	4508	46021
AC006460.2	2523	171438
AC005540.3	919	1263
GLS	4840	84732
STAT1	4134	112501
RAB1AP1	618	929
AC067945.2	623	1126
AC067945.4	490	10789
STAT4	2769	122021
RP11-629B4.1	1862	19888
RNU6-959P	107	107
RP11-317J9.1	1953	1953
HMGB1P27	603	603
AC092614.2	909	17008
MYO1B	5069	180205
RNU6-1045P	107	107
NABP1	12359	63030
ENSG10010137341.1	182	182
NABP1-OT1	3541	7670
AC098872.3	886	27461
CAVIN2	3054	12779
CAVIN2-AS1	1207	197987
DNAJB1P1	1024	1024
TMEFF2	3364	245891
AC013401.1	565	15788
AC013401.2	626	1286
PCGEM1	1590	27055
RPS17P8	335	335
ENSG10010139600.1	131	131
RP11-2G16.1	1852	2062
SLC44A3P1	1275	1275
DNAJC17P1	947	947
SEC61GP1	135	135
RP11-305O20.1	796	1261
RP11-764E7.1	1028	1028
AC068135.1	246	246
GLULP6	913	913
HNRNPA1P47	931	931
LINC01821	1974	232389
AC106883.1	562	562
RP11-187J4.1	2334	24221
ENSG10010139182.1	68	68
LINC01790	2852	30841
AC010983.1	1028	22660
AC064834.1	1719	33296
RP11-762E8.1	503	63922
RNU6-169P	107	107
LINC01825	2533	7343
LINC01827	555	3343
SLC39A10	5432	161726
AHCYP5	1238	1238
RNU6-915P	103	103
DNAH7	12419	331135
E2F3P2	1422	1422
AC114760.1	652	652
STK17B	5273	42921
RP11-347P5.1	2065	3619
HECW2	12180	404586
HECW2-AS1	1413	4181
RN7SL820P	299	299
RP11-369J9.1	248	1076
CCDC150	3597	123937
ENSG10010139002.1	183	183
GTF3C3	4261	36691
C2orf66	1333	4939
RP11-84A12.1	216	216
PGAP1	11090	94793
ANKRD44	7218	344157
HNRNPA3P15	1026	1026
RPL4P7	1115	1433
ANKRD44-AS1	455	1283
ANKRD44-IT1	1069	51662
ATP5MC2P3	425	425
AC010746.3	452	1348
NPM1P46	865	1192
SF3B1	9283	46565
ENSG10010135103.1	137	137
RNU6-1029P	107	107
COQ10B	2239	21886
HSPD1	4930	30154
HSPE1	700	3310
HSPE1-MOB4	890	50314
MOB4	3785	38129
AC020550.7	163	163
RFTN2	5419	107822
RP11-198M19.2	989	1134
AC011997.1	1032	81718
MARS2	3027	3027
BOLL	3135	59884
PLCL1	6696	767989
RP11-294E24.1	631	18904
AC109589.1	518	3720
LINC01923	2610	76215
AC019330.1	1692	279115
AC018717.1	556	189219
AC018717.2	1505	1505
RNU7-147P	62	62
SATB2	6194	201767
RP11-486F17.1	831	4053
SATB2-AS1	3314	19236
LINC01877	4626	142274
SEPHS1P6	1179	1179
FTCDNL1	2068	90649
AC073043.1	1322	43764
AC108032.1	207	207
RN7SL717P	297	297
C2orf69	3691	44643
TYW5	6525	26824
MAIP1	1495	53224
RP3-417E16.1	827	13156
SPATS2L	6212	176384
RNY4P34	95	95
RP11-6G22.1	5059	87353
KCTD18	2939	30827
SGO2	4478	74089
AOX1	4928	91051
AOX3P	2107	55877
AOX3P-AOX2P	750	52318
LINC01792	2829	23652
AOX2P	3284	55632
RNU1-133P	167	167
BZW1-AS1	877	31676
BZW1	6511	16745
RNU6-31P	108	108
BICD1P1	1222	1222
RNA5SP115	107	107
CLK1	3208	11736
PPIL3	1370	18397
RNU6-312P	107	107
NIF3L1	1821	14612
RNU6-762P	102	102
ORC2	4288	54704
AC005037.3	820	45840
FAM126B	9503	97954
HNRNPA1P35	963	963
RPL23AP30	501	501
NDUFB3	1548	14318
RNU6-1206P	103	103
RP11-13J8.1	1269	1755
RPL17P10	555	869
CFLAR	14612	60534
IMPDH1P10	1542	2512
CFLAR-AS1	1072	17546
RNU7-45P	63	63
RPL38P5	197	197
AC007283.5	445	582
CASP10	5814	46509
MTND5P25	799	799
MTND4P23	1363	1363
MTND4LP13	298	298
CASP8	2930	54269
FLACC1	2075	69128
TRAK2	6389	74294
STRADB	2222	92989
SCYL2P1	2765	2765
C2CD6	5702	131758
MTCO2P16	677	677
MTATP6P16	526	526
MTCO3P16	754	754
MTND3P16	344	344
MTND4LP16	295	295
MTND4P29	1372	1668
MTND5P31	1374	1374
TMEM237	5592	23387
ENO1P4	1785	1785
RP11-309N8.1	2337	2593
MPP4	2436	53825
RNU6-651P	105	105
ALS2	9251	81846
RPS2P16	837	837
CDK15	3719	105090
UBE2V1P11	285	285
RNU6-440P	105	105
RP11-107N15.1	768	768
FZD7	4587	4587
KIAA2012	5135	131934
KIAA2012-AS1	3370	41653
RP11-1145F21.2	4834	12058
AC079354.5	311	732
PSMA2P3	675	675
DAZAP2P1	503	503
SUMO1	1523	32418
RPL39P14	154	154
NOP58	1994	37926
SNORD70	88	88
SNORD70B	85	85
SNORD11B	90	90
SNORD11	84	84
RP11-686O6.3	1120	1493
RN7SL753P	290	290
PIMREGP1	704	704
RP11-686O6.1	462	462
RN7SL40P	342	342
RP11-686O6.2	673	673
BMPR2	12068	191425
H3P8	332	332
RPL13AP12	589	589
MTCO1P17	491	491
MTCO2P17	677	677
MTATP6P17	672	672
MTCO3P17	513	513
MTND3P17	344	344
MTND4LP17	293	293
MTND4P30	899	899
MTCO1P54	712	712
FAM117B	5982	134789
ICA1L	8151	98617
AC098831.4	336	641
KRT8P15	1451	1451
WDR12	8068	140538
CARF	7974	76050
KRT8P52	1296	1296
RP11-544H14.1	210	210
NBEAL1	16349	211771
RPL7P14	741	792
ENSG10010137907.1	134	134
AC023271.1	1090	1090
RPL23AP36	458	458
RPL12P16	498	498
CYP20A1	10552	67050
RN7SL670P	294	294
MRPL50P2	482	482
ABI2	22039	119449
RP11-363J17.1	427	768
RAPH1	9699	140991
AC125238.2	1440	1440
AC125238.3	249	249
CD28	4721	32438
KRT18P39	1299	1299
NPM1P33	872	872
RNU6-474P	107	107
CTLA4	1997	6195
ICOS	2630	24815
AC009965.1	970	1658
AC009965.2	570	19393
AC009498.1	810	15002
DSTNP5	523	523
AC106901.1	698	698
AC016903.1	588	3762
AC016903.2	838	33839
PARD3B	8492	1074688
RP11-15J24.1	1548	9836
AC008171.1	200	200
NRP2	6662	116144
AC007362.3	606	7538
RN7SKP178	329	329
PPIAP68	502	1055
AC007679.3	781	11274
INO80D	14128	92583
Vault	102	98
RPL27P8	414	414
AC007383.3	752	1960
NDUFS1	11660	44693
AC007383.4	1411	6777
GCSHP3	391	391
EEF1B2	1025	3344
ENSG10010139589.1	182	182
snoZ196	89	89
SNORD51	80	80
SNORA41	132	132
GPR1	2565	42732
GPR1-AS	2624	61784
RN7SKP200	320	320
ATP5POP1	636	636
HMGN1P6	291	291
RN7SKP260	149	149
ZDBF2	10303	39765
ACER2P1	823	823
HNRNPA1P51	947	947
ADAM23	6334	177596
AC010731.2	440	3316
AC010731.3	566	1210
FAM237A	1223	6879
DYTN	2485	69950
VPS26CP1	846	846
MDH1B	2334	27566
FASTKD2	6712	30833
MIR3130-1	75	75
MIR3130-2	75	75
AC008269.2	3875	128552
RP11-95H11.1	1105	1105
CPO	1245	29957
KLF7	8365	93131
MIR2355	87	87
KLF7-IT1	655	1161
MYOSLID	2239	82549
MIR7845	99	99
AC007879.1	554	49157
AC007879.2	823	49350
RP11-309L6.1	1555	1614
AC007879.4	551	1360
AC007879.3	361	2577
AC007879.5	741	289932
LINC01802	523	10246
MIR1302-4	150	150
CREB1	10095	76252
METTL21A	4805	45298
RPS29P9	171	171
LINC01857	492	4650
RNU6-664P	107	107
PPP1R14BP2	444	444
CCNYL1	3813	50300
RP11-801F7.1	564	564
MIR4775	75	75
FZD5	7039	7309
PLEKHM3	9774	204240
AC083900.1	469	1334
RNU6-360P	104	104
RPL9P14	571	571
RNA5SP116	98	98
RPL12P17	498	498
CRYGEP	528	4279
CRYGD	642	2918
CRYGC	627	1692
AC093698.4	1078	2304
CRYGB	631	3586
CRYGA	622	2850
C2orf80	1195	24688
RPSAP27	850	850
TPT1P2	503	7902
IDH1	2441	29846
IDH1-AS1	489	935
PIKFYVE	9908	92492
MYL6BP1	615	615
PTH2R	2752	494790
ARPC1BP1	739	739
H3P9	389	389
AC019185.4	520	70564
AC019185.3	323	323
RP11-737L20.1	878	2389
RNA5SP117	118	118
HSPA8P6	1552	1552
CRYGFP	633	2447
MEAF6P1	327	3215
PKP4P1	2158	2158
RP11-475H17.1	1199	33346
MAP2	10012	310072
RNA5SP118	109	109
UNC80	13917	227469
SNAI1P1	777	777
RPE	3180	19696
KANSL1L	4782	149989
RP11-260M2.1	740	740
KANSL1L-AS1	2199	33785
RPL6P6	839	839
AC006994.2	3828	62459
ACADL	3356	38322
MYL1	1049	25025
LANCL1-AS1	864	144488
LANCL1	4781	46404
CPS1	5775	201426
CPS1-IT1	2306	2306
RP11-212J19.1	799	799
RPS27P10	249	249
ERBB4	12097	1163125
RNA5SP119	117	117
MTND2P23	651	651
MTCO1P46	1491	1491
MIR548F2	98	98
AC079610.1	433	440189
LINC01878	1947	23965
PCED1CP	785	785
AC108066.1	596	8807
MIR4776-2	80	80
MIR4776-1	80	80
RP11-521H5.1	3858	4627
IKZF2	9562	152737
RP11-105N14.1	690	690
LINC01953	717	11907
RP11-105N14.2	147	9158
SPAG16-DT	1727	7654
SPAG16	4751	1126123
MIR4438	93	93
AC107218.3	686	442571
RPL5P8	815	815
VWC2L	4638	167923
VWC2L-IT1	467	26695
ENSAP3	333	333
BARD1	5478	84038
SNHG31	2203	153395
SNORA70I	135	135
RPL10P6	318	318
ABCA12	9298	207085
AC072062.3	1315	80707
RP11-421A16.1	1232	132157
LINC02862	404	2956
ATIC	2275	37818
FN1	9171	75634
AC012462.1	131	740
AC012462.2	1001	32952
AC012462.3	391	3582
AC012668.1	503	15080
AC012668.2	1642	180763
AC012668.3	228	3229
LINC00607	3690	237392
LINC01614	648	1382
AC093850.1	251	251
AC122136.2	478	596
AC093382.1	379	2412
MREG	3148	91513
PECR	1867	86627
TMEM169	3460	20918
XRCC5	3761	98840
POLHP1	470	470
AC012513.4	1137	1137
RP11-566E18.1	2116	2116
LINC01963	3148	3148
MARCHF4	4903	114619
AC012513.6	784	6536
AC069155.1	575	18413
SMARCAL1-AS1	666	27409
SMARCAL1	3201	70640
RPL37A-DT	1110	19732
AC098820.4	976	4165
RPL37A	2992	80356
LINC01280	1184	16513
AC073321.4	743	16848
PSMB3P2	618	618
IGFBP2	4414	31609
IGFBP5	6239	23445
AC007563.5	552	299616
RPL31P14	371	371
RNA5SP120	112	112
AC007563.3	689	5728
FABP5P14	393	393
RP11-53G8.3	773	10834
AC007557.4	583	744
TNP1	407	607
LINC01921	581	11696
AC007557.2	430	1482
AC007557.3	541	1145
AC007563.1	3135	3492
RP11-574O16.1	585	585
RP11-574O16.2	2879	3752
RN7SKP43	320	320
DIRC3-AS1	5257	74422
ENSG10010136829.1	154	154
DIRC3	3959	472575
AC010886.2	2869	2869
RPL7L1P9	745	745
TNS1	10680	234395
MIR6809	116	116
TNS1-AS1	1922	15041
RUFY4	3568	55622
CXCR2P1	2503	6575
CXCR2	2853	11963
CXCR1	2459	4122
HMGB1P9	646	955
ARPC2	2226	37216
RP11-378A13.1	2048	2048
GPBAR1	2003	4366
AAMP	2270	6050
PNKD	2991	76402
TMBIM1	2936	18390
MIR6513	64	64
CATIP-AS2	535	31078
MIR6810	70	70
RPL19P5	498	498
CATIP	2383	11243
CATIP-AS1	529	1171
SLC11A1	5772	14866
CTDSP1	2525	7686
RP11-378A13.2	477	477
MIR26B	77	77
VIL1	6500	34175
USP37	8022	118101
RN7SKP38	309	309
CNOT9	3820	28501
RNU6-136P	107	107
PLCD4	4350	29330
ZNF142	11290	26327
BCS1L	2015	4680
RNF25	1807	8111
STK36	4873	30648
TTLL4	5007	44582
CYP27A1	2566	33545
RP11-459I19.2	916	2826
RP11-459I19.1	455	455
PRKAG3	2326	9704
MIR9500	65	65
RPL23AP31	467	467
WNT6	1719	14429
WNT10A	2055	18730
LINC01494	1011	29826
RNU6-642P	104	104
AC097468.7	553	17275
KRT8P30	650	650
CDK5R2	2490	2490
LINC00608	2818	14548
FEV	1406	4098
CRYBA2	902	3234
MIR375	64	64
AC097468.4	1992	13507
CFAP65	5946	38682
IHH	2473	6498
MIR3131	63	63
RP11-33O4.3	1263	4715
NHEJ1	8020	91509
RP11-33O4.2	4222	95499
RN7SL764P	286	286
SLC23A3	2322	8631
CNPPD1	2073	6210
RETREG2	4556	9251
ZFAND2B	2021	14415
RP11-803J6.2	989	1395
ABCB6	3008	9223
RP11-803J6.1	5245	12967
ATG9A	4025	10338
ANKZF1	3245	6897
GLB1L	2725	8881
STK16	3118	4883
TUBA4A	2499	28193
TUBA4B	1389	18955
DNAJB2	4487	7557
PTPRN	5099	20026
MIR153-1	90	90
AC114803.3	311	5129
RESP18	866	5771
AC053503.2	114	114
DNPEP	3825	27980
AC053503.4	1598	15138
DES	2243	8359
AC053503.6	224	1114
AC053503.12	1843	1843
SPEG	10782	58787
ASIC4-AS1	519	34805
RP11-316O14.3	1085	6378
SPEGNB	902	2157
RP11-316O14.1	636	636
GMPPA	4942	15034
ASIC4	3340	24603
CHPF	3028	4862
TMEM198	2393	6933
RP11-256I23.1	448	448
MIR3132	75	75
OBSL1	6105	21132
RP11-256I23.2	544	544
INHA	1351	6550
RN7SKP213	298	298
STK11IP	3618	18595
AC009955.8	271	1635
SLC4A3	4246	14587
RP11-256I23.3	542	542
DNAJB6P3	766	766
LINC02832	1965	52557
RPL23P4	416	416
LINC01803	798	1024
RP11-481E6.1	677	7852
MIR4268	64	64
AC009310.1	451	451
AC114765.1	754	345123
AC114765.2	347	84946
AC067956.1	2488	290815
AC093843.1	7517	79056
RP11-444B5.1	1447	41839
AC011233.2	283	283
RP11-105F19.1	1509	2040
EPHA4	6362	156176
TMEM256P2	341	341
CTD-2308L22.1	1949	1949
RPL23P5	421	421
AC068489.1	1226	40895
LLPHP3	390	390
HSPA9P1	2029	2029
RPL23AP28	470	470
PAX3	3359	99112
CCDC140	1699	7071
RP11-384O8.2	2967	2967
CT75	1156	34715
SGPP2	4983	138079
NANOGP2	727	727
RNU6-619P	108	108
GAPDHP49	961	961
FARSB	6761	89194
MOGAT1	1176	38273
RRAS2P2	613	613
AC016712.1	862	862
RPL31P17	378	378
ACSL3	8441	83698
ATG12P2	416	416
ACSL3-AS1	537	1977
RP11-525G12.1	459	459
KCNE4	3291	146586
RN7SL807P	297	297
HIGD1AP4	280	280
AC013448.1	808	5839
AC013448.2	787	5458
SCG2	2434	5422
MLXP1	718	718
AP1S3	3986	86342
RP11-660K21.1	3429	188042
WDFY1	4607	89642
MRPL44	1689	10252
AC073641.2	429	2006
SERPINE2	5989	64274
USP21P1	1874	1874
AC008072.1	824	824
FAM124B	2594	23410
RP11-92F20.1	775	9819
CUL3	6756	115248
ANKRD49P1	714	714
CCDC195	606	12602
DOCK10	7320	277379
MIR4439	80	80
NYAP2	5461	254309
AC016717.1	286	286
RP11-314B1.2	5141	5141
RP11-314B1.1	554	554
AC080002.1	217	217
AC068138.1	1134	5328
MIR5702	84	84
IRS1	9771	68509
RP11-395N3.2	3296	13596
RP11-395N3.1	1026	1026
RHBDD1	5061	163635
ENSG10010134187.1	134	134
COL4A4	9984	161740
COL4A3	8038	150169
MFF-DT	6087	104660
MFF	3524	32686
TM4SF20	2414	19958
SCYGR1	267	267
MIR5703	56	56
AGFG1	8677	89066
SCYGR9	279	279
SCYGR2	363	363
SCYGR10	318	318
C2orf83	2086	38517
SCYGR3	303	303
AC064853.2	540	793
SCYGR4	1658	1658
SCYGR5	258	258
SLC19A3	5213	34266
SCYGR6	318	318
SCYGR7	291	291
SCYGR8	837	837
RNA5SP121	101	101
SNRPGP8	226	226
AC073065.3	2866	2866
CCL20	839	11826
TDGF1P2	562	562
DAW1	2476	53291
ENSG10010134573.1	114	114
SPHKAP	6954	201733
RNU6-624P	107	107
SNF8P1	1096	1096
RP11-335M11.1	681	1274
LINC01807	950	366466
AC074019.1	427	1044
RPL7L1P10	463	463
PID1	2745	420762
RPL17P14	515	515
RN7SKP283	270	270
DNER	3257	356927
RP11-150O2.1	524	971
RNU7-9P	62	62
AC007559.1	355	355
TRIP12	10103	159403
RNU6-613P	108	108
FBXO36	3120	90818
RNU6-964P	69	69
FBXO36-IT1	582	2410
RNU6-1027P	107	107
SLC16A14	4315	34012
RNY4P19	96	96
AC009950.2	2636	52854
RP11-98F19.1	183	183
SP110	6192	60544
SP140	3244	110106
SP140L	3070	76549
RP11-69J7.1	1830	1830
SP100	5414	129665
RN7SL834P	286	286
HMGB1P3	616	616
AC010149.4	571	59413
TPM3P8	643	643
RP11-395A23.1	315	1901
RNU6-451P	107	107
LINC01907	2609	10465
CAB39	3829	108234
BANF1P3	261	261
RNU6-268P	107	107
RP11-499P1.1	477	477
ITM2C	2037	14610
GCSIR	3314	18220
GPR55	3844	53749
AC012507.4	600	1251
RP11-499P1.2	504	5353
COX20P2	358	358
SPATA3-AS1	3508	11665
SPATA3	1618	34732
C2orf72	3629	12197
RP11-223I10.1	598	598
PSMD1	4140	116272
HTR2B	2170	16813
RNU1-93P	169	169
ARMC9	7879	178303
RPS28P4	210	210
MIR4777	86	86
AC017104.6	1313	6016
B3GNT7	3539	5455
ZBTB8OSP2	504	504
HIGD2AP1	321	321
AC017104.2	568	959
NCL	4237	30111
SNORD20	80	80
SNORD82	70	70
RP11-562I5.1	1592	1592
RP11-562I5.2	639	10167
RNU2-22P	212	212
LINC00471	1313	5945
RP11-562I5.4	2015	2486
NMUR1	3221	7259
RPL21P35	462	462
RPL23AP26	464	464
RP11-793L24.2	303	3818
TEX44	1413	1413
RN7SL499P	276	276
PTMA	1635	6657
MIR1244-1	85	85
PDE6D	1140	53840
COPS7B	3299	27584
RPL28P2	407	407
RP11-690I21.2	2507	2507
RP11-690I21.3	497	497
MIR1471	57	57
NPPC	1055	4588
DIS3L2	4671	383106
AC105461.1	391	37233
MIR562	95	95
NRBF2P6	788	788
ECEL1P3	737	1556
RP11-762N20.1	122	122
ALPP	2754	4166
AC068134.8	481	2040
ECEL1P2	1295	1708
ALPG	2492	3871
ECEL1P1	1742	3999
AC068134.6	576	801
DIS3L2P1	559	5385
ALPI	3241	4629
ECEL1	2965	8008
PRSS56	2233	5329
CHRND	3022	10675
CHRNG	4009	8424
TIGD1	6675	6675
MIR5001	100	100
EIF4E2	3525	32971
AC073254.1	1244	31024
EFHD1	1878	76724
RN7SL359P	288	288
GIGYF2	7878	163307
EEF1B2P7	676	676
AC064852.4	851	7804
KCNJ13	3609	10764
RNU6-107P	102	102
SNORC	2782	21439
NGEF	3184	134556
AC106876.2	643	3272
NEU2	1143	2386
INPP5D	5274	147937
RN7SL32P	281	281
ATG16L1	4208	85624
SCARNA5	276	276
SCARNA6	265	265
SAG	6659	39240
RP11-400N9.1	2285	2285
DGKD	6308	117611
USP40	5695	91263
PPFIA1P1	1551	1551
UGT1A12P	853	853
UGT1A11P	849	849
UGT1A8	2409	155668
UGT1A10	2408	136852
UGT1A13P	762	1101
UGT1A9	2371	101403
UGT1A7	2371	91400
UGT1A6	2455	81694
AC114812.8	663	15266
UGT1A5	2431	60394
UGT1A4	2431	54565
RPL17P11	544	544
UGT1A3	2431	44259
AC114812.9	730	3006
DNAJB3	1266	1266
UGT1A2P	866	866
AC114812.10	757	3040
AC114812.5	912	1041
UGT1A1	3389	13031
MROH2A	5355	57745
HJURP	3157	21151
MSL3P1	2032	3008
AC005538.3	1864	1864
TRPM8	5646	102150
AC005538.5	594	9290
RP11-332L11.1	1653	2147
SPP2	1021	26456
RP11-263G22.1	2232	2232
AC006037.2	287	401
RP11-309M7.1	1201	1677
RPS20P12	356	356
RP11-251I17.1	1529	4792
AC097713.3	562	23800
